purchase_date,appliance,capture_date,energy,Warranty_date
2014-03-08,Fridge,2016-03-08,.060,
2012-03-09,Fridge,2016-03-09,.064,
2014-03-09,Fridge,2016-03-09,.064,
2014-03-10,Fridge,2016-03-10,.084,
2013-03-11,Fridge,2016-03-11,.055,
2014-03-11,Fridge,2016-03-11,.055,
2013-03-12,Fridge,2016-03-12,.055,
2014-03-12,Fridge,2016-03-12,.055,
2013-03-13,Fridge,2016-03-13,.066,
2014-03-13,Fridge,2016-03-13,.066,
2013-03-14,Fridge,2016-03-14,.088,
2014-03-14,Fridge,2016-03-14,.088,
2012-03-15,Fridge,2016-03-15,.074,
2013-03-15,Fridge,2016-03-15,.074,
2014-03-15,Fridge,2016-03-15,.074,
2012-03-16,Fridge,2016-03-16,.073,
2014-03-16,Fridge,2016-03-16,.073,
2012-03-17,Fridge,2016-03-17,.055,
2014-03-17,Fridge,2016-03-17,.055,
2012-03-18,Fridge,2016-03-18,.069,
2014-03-18,Fridge,2016-03-18,.069,
2012-03-19,Fridge,2016-03-19,.054,
2013-03-19,Fridge,2016-03-19,.054,
2014-03-19,Fridge,2016-03-19,.054,
2012-03-20,Fridge,2016-03-20,.086,
2013-03-20,Fridge,2016-03-20,.086,
2014-03-20,Fridge,2016-03-20,.086,
2012-03-21,Fridge,2016-03-21,.058,
2013-03-21,Fridge,2016-03-21,.058,
2014-03-21,Fridge,2016-03-21,.058,
2012-03-22,Fridge,2016-03-22,.063,
2013-03-22,Fridge,2016-03-22,.063,
2014-03-22,Fridge,2016-03-22,.063,
2012-03-23,Fridge,2016-03-23,.051,
2013-03-23,Fridge,2016-03-23,.051,
2014-03-23,Fridge,2016-03-23,.051,
2013-03-24,Fridge,2016-03-24,.077,
2014-03-24,Fridge,2016-03-24,.077,
2013-03-25,Fridge,2016-03-25,.089,
2013-03-27,Fridge,2016-03-27,.078,
2014-03-27,Fridge,2016-03-27,.078,
2013-03-28,Fridge,2016-03-28,.090,
2012-03-29,Fridge,2016-03-29,.072,
2012-03-30,Fridge,2016-03-30,.067,
2014-03-30,Fridge,2016-03-30,.067,
2012-03-31,Fridge,2016-03-31,.073,
2013-03-31,Fridge,2016-03-31,.073,
2014-03-31,Fridge,2016-03-31,.073,
2012-04-01,Fridge,2016-04-01,.079,
2013-04-01,Fridge,2016-04-01,.079,
2014-04-01,Fridge,2016-04-01,.079,
2012-04-02,Fridge,2016-04-02,.072,
2013-04-02,Fridge,2016-04-02,.072,
2014-04-02,Fridge,2016-04-02,.072,
2013-04-03,Fridge,2016-04-03,.075,
2012-04-04,Fridge,2016-04-04,.086,
2013-04-04,Fridge,2016-04-04,.086,
2014-04-04,Fridge,2016-04-04,.086,
2012-04-05,Fridge,2016-04-05,.061,
2013-04-05,Fridge,2016-04-05,.061,
2012-04-06,Fridge,2016-04-06,.078,
2013-04-06,Fridge,2016-04-06,.078,
2014-04-06,Fridge,2016-04-06,.078,
2012-04-07,Fridge,2016-04-07,.089,
2013-04-07,Fridge,2016-04-07,.089,
2014-04-07,Fridge,2016-04-07,.089,
2013-04-08,Fridge,2016-04-08,.068,
2014-04-08,Fridge,2016-04-08,.068,
2012-04-09,Fridge,2016-04-09,.073,
2013-04-09,Fridge,2016-04-09,.073,
2013-04-10,Fridge,2016-04-10,.086,
2014-04-10,Fridge,2016-04-10,.086,
2013-04-11,Fridge,2016-04-11,.053,
2014-04-11,Fridge,2016-04-11,.053,
2013-04-12,Fridge,2016-04-12,.088,
2014-04-12,Fridge,2016-04-12,.088,
2013-04-13,Fridge,2016-04-13,.068,
2013-04-14,Fridge,2016-04-14,.058,
2014-04-14,Fridge,2016-04-14,.058,
2014-04-15,Fridge,2016-04-15,.084,
2014-04-16,Fridge,2016-04-16,.087,
2012-04-17,Fridge,2016-04-17,.055,
2013-04-17,Fridge,2016-04-17,.055,
2014-04-17,Fridge,2016-04-17,.055,
2012-04-18,Fridge,2016-04-18,.067,
2013-04-18,Fridge,2016-04-18,.067,
2014-04-18,Fridge,2016-04-18,.067,
2012-04-19,Fridge,2016-04-19,.068,
2013-04-19,Fridge,2016-04-19,.068,
2014-04-19,Fridge,2016-04-19,.068,
2012-04-20,Fridge,2016-04-20,.050,
2013-04-20,Fridge,2016-04-20,.050,
2014-04-20,Fridge,2016-04-20,.050,
2012-04-21,Fridge,2016-04-21,.056,
2013-04-21,Fridge,2016-04-21,.056,
2012-04-22,Fridge,2016-04-22,.089,
2013-04-22,Fridge,2016-04-22,.089,
2014-04-22,Fridge,2016-04-22,.089,
2013-09-19,Fridge,2017-09-19,.074,
2014-09-19,Fridge,2017-09-19,.074,
2015-09-19,Fridge,2017-09-19,.074,
2010-09-26,Dish Washer,2012-09-26,.053,
2010-10-02,Dish Washer,2013-10-02,.040,
2011-06-16,Dish Washer,2014-06-16,.055,
2013-01-12,Dish Washer,2015-01-12,.036,
2011-08-25,Dish Washer,2015-08-25,.046,
2012-08-25,Dish Washer,2015-08-25,.046,
2013-08-25,Dish Washer,2015-08-25,.046,
2013-04-30,Dish Washer,2016-04-30,.044,
2014-01-04,Dish Washer,2017-01-04,.036,
2015-01-04,Dish Washer,2017-01-04,.036,
2013-03-12,Dish Washer,2017-03-12,.039,
2014-03-13,Dish Washer,2017-03-13,.059,
2015-03-13,Dish Washer,2017-03-13,.059,
2015-03-14,Dish Washer,2017-03-14,.057,
2014-03-15,Dish Washer,2017-03-15,.054,
2015-03-16,Dish Washer,2017-03-16,.047,
2013-03-17,Dish Washer,2017-03-17,.059,
2015-03-17,Dish Washer,2017-03-17,.059,
2013-03-18,Dish Washer,2017-03-18,.058,
2014-03-18,Dish Washer,2017-03-18,.058,
2015-03-18,Dish Washer,2017-03-18,.058,
2013-03-19,Dish Washer,2017-03-19,.039,
2014-03-19,Dish Washer,2017-03-19,.039,
2014-03-20,Dish Washer,2017-03-20,.039,
2015-03-20,Dish Washer,2017-03-20,.039,
2014-03-21,Dish Washer,2017-03-21,.047,
2013-03-22,Dish Washer,2017-03-22,.048,
2015-03-22,Dish Washer,2017-03-22,.048,
2013-03-23,Dish Washer,2017-03-23,.041,
2015-03-24,Dish Washer,2017-03-24,.040,
2013-03-25,Dish Washer,2017-03-25,.038,
2014-03-25,Dish Washer,2017-03-25,.038,
2015-03-25,Dish Washer,2017-03-25,.038,
2013-03-26,Dish Washer,2017-03-26,.048,
2015-03-26,Dish Washer,2017-03-26,.048,
2013-03-27,Dish Washer,2017-03-27,.038,
2015-03-27,Dish Washer,2017-03-27,.038,
2013-03-28,Dish Washer,2017-03-28,.046,
2014-03-28,Dish Washer,2017-03-28,.046,
2015-03-28,Dish Washer,2017-03-28,.046,
2015-03-29,Dish Washer,2017-03-29,.040,
2014-03-30,Dish Washer,2017-03-30,.041,
2013-03-31,Dish Washer,2017-03-31,.056,
2014-03-31,Dish Washer,2017-03-31,.056,
2015-03-31,Dish Washer,2017-03-31,.056,
2013-04-01,Dish Washer,2017-04-01,.030,
2015-04-01,Dish Washer,2017-04-01,.030,
2014-04-04,Dish Washer,2017-04-04,.031,
2014-04-05,Dish Washer,2017-04-05,.054,
2013-04-07,Dish Washer,2017-04-07,.050,
2014-04-07,Dish Washer,2017-04-07,.050,
2015-04-07,Dish Washer,2017-04-07,.050,
2013-04-08,Dish Washer,2017-04-08,.040,
2014-04-09,Dish Washer,2017-04-09,.050,
2014-04-10,Dish Washer,2017-04-10,.054,
2015-04-10,Dish Washer,2017-04-10,.054,
2014-04-11,Dish Washer,2017-04-11,.056,
2015-04-11,Dish Washer,2017-04-11,.056,
2013-04-12,Dish Washer,2017-04-12,.051,
2013-04-13,Dish Washer,2017-04-13,.041,
2015-04-13,Dish Washer,2017-04-13,.041,
2013-04-14,Dish Washer,2017-04-14,.057,
2014-04-14,Dish Washer,2017-04-14,.057,
2015-04-14,Dish Washer,2017-04-14,.057,
2013-04-15,Dish Washer,2017-04-15,.056,
2014-04-15,Dish Washer,2017-04-15,.056,
2015-04-15,Dish Washer,2017-04-15,.056,
2013-04-16,Dish Washer,2017-04-16,.047,
2014-04-16,Dish Washer,2017-04-16,.047,
2013-04-17,Dish Washer,2017-04-17,.045,
2013-04-18,Dish Washer,2017-04-18,.042,
2014-04-18,Dish Washer,2017-04-18,.042,
2015-04-18,Dish Washer,2017-04-18,.042,
2015-04-19,Dish Washer,2017-04-19,.044,
2013-04-20,Dish Washer,2017-04-20,.036,
2015-04-20,Dish Washer,2017-04-20,.036,
2013-04-21,Dish Washer,2017-04-21,.032,
2014-04-22,Dish Washer,2017-04-22,.053,
2015-04-22,Dish Washer,2017-04-22,.053,
2013-04-23,Dish Washer,2017-04-23,.042,
2014-04-23,Dish Washer,2017-04-23,.042,
2014-04-24,Dish Washer,2017-04-24,.039,
2015-04-24,Dish Washer,2017-04-24,.039,
2013-04-25,Dish Washer,2017-04-25,.044,
2014-04-25,Dish Washer,2017-04-25,.044,
2013-04-26,Dish Washer,2017-04-26,.047,
2015-04-26,Dish Washer,2017-04-26,.047,
2013-04-27,Dish Washer,2017-04-27,.059,
2014-04-27,Dish Washer,2017-04-27,.059,
2015-04-27,Dish Washer,2017-04-27,.059,
2014-04-28,Dish Washer,2017-04-28,.041,
2013-05-01,Dish Washer,2017-05-01,.042,
2015-05-01,Dish Washer,2017-05-01,.042,
2014-05-03,Dish Washer,2017-05-03,.045,
2015-05-04,Dish Washer,2017-05-04,.035,
2013-05-06,Dish Washer,2017-05-06,.042,
2014-05-06,Dish Washer,2017-05-06,.042,
2015-05-06,Dish Washer,2017-05-06,.042,
2014-05-08,Dish Washer,2017-05-08,.030,
2013-05-09,Dish Washer,2017-05-09,.033,
2013-05-10,Dish Washer,2017-05-10,.040,
2015-05-10,Dish Washer,2017-05-10,.040,
2014-05-11,Dish Washer,2017-05-11,.046,
2013-05-12,Dish Washer,2017-05-12,.036,
2014-05-12,Dish Washer,2017-05-12,.036,
2015-05-12,Dish Washer,2017-05-12,.036,
2015-05-13,Dish Washer,2017-05-13,.048,
2013-05-14,Dish Washer,2017-05-14,.043,
2014-05-14,Dish Washer,2017-05-14,.043,
2015-05-14,Dish Washer,2017-05-14,.043,
2014-05-15,Dish Washer,2017-05-15,.059,
2015-05-15,Dish Washer,2017-05-15,.059,
2013-05-16,Dish Washer,2017-05-16,.058,
2014-05-16,Dish Washer,2017-05-16,.058,
2015-05-16,Dish Washer,2017-05-16,.058,
2014-05-17,Dish Washer,2017-05-17,.041,
2014-05-18,Dish Washer,2017-05-18,.053,
2015-05-18,Dish Washer,2017-05-18,.053,
2013-05-19,Dish Washer,2017-05-19,.044,
2014-05-19,Dish Washer,2017-05-19,.044,
2015-05-19,Dish Washer,2017-05-19,.044,
2013-05-20,Dish Washer,2017-05-20,.059,
2014-05-20,Dish Washer,2017-05-20,.059,
2013-05-21,Dish Washer,2017-05-21,.049,
2014-05-21,Dish Washer,2017-05-21,.049,
2015-05-21,Dish Washer,2017-05-21,.049,
2013-05-22,Dish Washer,2017-05-22,.035,
2014-05-22,Dish Washer,2017-05-22,.035,
2013-05-23,Dish Washer,2017-05-23,.033,
2014-05-23,Dish Washer,2017-05-23,.033,
2013-05-24,Dish Washer,2017-05-24,.052,
2014-05-24,Dish Washer,2017-05-24,.052,
2015-05-24,Dish Washer,2017-05-24,.052,
2013-05-26,Dish Washer,2017-05-26,.037,
2014-05-26,Dish Washer,2017-05-26,.037,
2013-05-27,Dish Washer,2017-05-27,.051,
2014-05-27,Dish Washer,2017-05-27,.051,
2013-05-28,Dish Washer,2017-05-28,.032,
2014-05-28,Dish Washer,2017-05-28,.032,
2013-05-29,Dish Washer,2017-05-29,.042,
2014-05-29,Dish Washer,2017-05-29,.042,
2013-05-30,Dish Washer,2017-05-30,.041,
2015-05-30,Dish Washer,2017-05-30,.041,
2013-05-31,Dish Washer,2017-05-31,.044,
2015-05-31,Dish Washer,2017-05-31,.044,
2015-06-01,Dish Washer,2017-06-01,.041,
2013-06-03,Dish Washer,2017-06-03,.052,
2015-06-03,Dish Washer,2017-06-03,.052,
2014-06-04,Dish Washer,2017-06-04,.038,
2013-06-05,Dish Washer,2017-06-05,.051,
2015-06-05,Dish Washer,2017-06-05,.051,
2013-06-06,Dish Washer,2017-06-06,.035,
2015-06-06,Dish Washer,2017-06-06,.035,
2014-06-07,Dish Washer,2017-06-07,.044,
2013-06-08,Dish Washer,2017-06-08,.047,
2015-06-08,Dish Washer,2017-06-08,.047,
2015-06-09,Dish Washer,2017-06-09,.052,
2014-06-10,Dish Washer,2017-06-10,.056,
2015-06-10,Dish Washer,2017-06-10,.056,
2014-06-11,Dish Washer,2017-06-11,.030,
2015-06-11,Dish Washer,2017-06-11,.030,
2014-06-12,Dish Washer,2017-06-12,.050,
2015-06-12,Dish Washer,2017-06-12,.050,
2013-06-13,Dish Washer,2017-06-13,.054,
2013-06-15,Dish Washer,2017-06-15,.054,
2014-06-16,Dish Washer,2017-06-16,.037,
2015-06-16,Dish Washer,2017-06-16,.037,
2014-06-17,Dish Washer,2017-06-17,.047,
2013-06-18,Dish Washer,2017-06-18,.040,
2014-06-18,Dish Washer,2017-06-18,.040,
2015-06-18,Dish Washer,2017-06-18,.040,
2013-06-19,Dish Washer,2017-06-19,.051,
2013-06-20,Dish Washer,2017-06-20,.039,
2014-06-20,Dish Washer,2017-06-20,.039,
2013-06-21,Dish Washer,2017-06-21,.044,
2014-06-21,Dish Washer,2017-06-21,.044,
2013-06-22,Dish Washer,2017-06-22,.057,
2014-06-22,Dish Washer,2017-06-22,.057,
2015-06-22,Dish Washer,2017-06-22,.057,
2013-06-23,Dish Washer,2017-06-23,.046,
2015-06-23,Dish Washer,2017-06-23,.046,
2013-06-24,Dish Washer,2017-06-24,.036,
2014-06-24,Dish Washer,2017-06-24,.036,
2015-06-24,Dish Washer,2017-06-24,.036,
2013-06-26,Dish Washer,2017-06-26,.047,
2014-06-26,Dish Washer,2017-06-26,.047,
2013-06-27,Dish Washer,2017-06-27,.036,
2014-06-27,Dish Washer,2017-06-27,.036,
2014-06-28,Dish Washer,2017-06-28,.058,
2015-06-29,Dish Washer,2017-06-29,.034,
2015-06-30,Dish Washer,2017-06-30,.048,
2013-07-01,Dish Washer,2017-07-01,.045,
2015-07-01,Dish Washer,2017-07-01,.045,
2013-07-02,Dish Washer,2017-07-02,.047,
2013-07-03,Dish Washer,2017-07-03,.034,
2014-07-03,Dish Washer,2017-07-03,.034,
2015-07-03,Dish Washer,2017-07-03,.034,
2013-07-04,Dish Washer,2017-07-04,.056,
2013-07-05,Dish Washer,2017-07-05,.049,
2014-07-05,Dish Washer,2017-07-05,.049,
2015-07-05,Dish Washer,2017-07-05,.049,
2010-09-27,Dish Washer,2012-09-27,.052,
2010-09-28,Dish Washer,2012-09-28,.034,
2010-09-29,Dish Washer,2012-09-29,.032,
2010-10-01,Dish Washer,2012-10-01,.039,
2010-10-03,Dish Washer,2012-10-03,.046,
2010-10-04,Dish Washer,2012-10-04,.050,
2010-10-05,Dish Washer,2012-10-05,.048,
2010-10-08,Dish Washer,2012-10-08,.041,
2010-10-09,Dish Washer,2012-10-09,.045,
2010-10-10,Dish Washer,2012-10-10,.034,
2010-10-11,Dish Washer,2012-10-11,.051,
2010-10-12,Dish Washer,2012-10-12,.044,
2010-10-14,Dish Washer,2012-10-14,.033,
2010-10-15,Dish Washer,2012-10-15,.053,
2010-10-17,Dish Washer,2012-10-17,.037,
2010-10-18,Dish Washer,2012-10-18,.050,
2010-10-19,Dish Washer,2012-10-19,.038,
2010-10-20,Dish Washer,2012-10-20,.039,
2010-10-21,Dish Washer,2012-10-21,.043,
2010-10-22,Dish Washer,2012-10-22,.051,
2010-10-23,Dish Washer,2012-10-23,.034,
2010-10-24,Dish Washer,2012-10-24,.053,
2010-10-25,Dish Washer,2012-10-25,.058,
2010-10-26,Dish Washer,2012-10-26,.043,
2010-10-27,Dish Washer,2012-10-27,.055,
2010-10-28,Dish Washer,2012-10-28,.044,
2010-10-29,Dish Washer,2012-10-29,.044,
2010-10-30,Dish Washer,2012-10-30,.054,
2010-10-31,Dish Washer,2012-10-31,.046,
2010-11-01,Dish Washer,2012-11-01,.054,
2010-11-02,Dish Washer,2012-11-02,.047,
2010-11-03,Dish Washer,2012-11-03,.031,
2010-11-07,Dish Washer,2012-11-07,.048,
2010-11-09,Dish Washer,2012-11-09,.033,
2010-11-10,Dish Washer,2012-11-10,.057,
2010-11-11,Dish Washer,2012-11-11,.038,
2010-11-13,Dish Washer,2012-11-13,.030,
2010-11-14,Dish Washer,2012-11-14,.040,
2010-11-15,Dish Washer,2012-11-15,.060,
2010-11-16,Dish Washer,2012-11-16,.058,
2010-11-18,Dish Washer,2012-11-18,.049,
2010-11-19,Dish Washer,2012-11-19,.040,
2010-11-20,Dish Washer,2012-11-20,.033,
2010-11-21,Dish Washer,2012-11-21,.053,
2010-11-22,Dish Washer,2012-11-22,.057,
2010-11-23,Dish Washer,2012-11-23,.033,
2010-11-24,Dish Washer,2012-11-24,.056,
2010-11-26,Dish Washer,2012-11-26,.044,
2010-11-27,Dish Washer,2012-11-27,.052,
2010-11-30,Dish Washer,2012-11-30,.042,
2010-12-01,Dish Washer,2012-12-01,.046,
2010-12-02,Dish Washer,2012-12-02,.058,
2010-12-03,Dish Washer,2012-12-03,.059,
2010-12-04,Dish Washer,2012-12-04,.040,
2010-12-05,Dish Washer,2012-12-05,.042,
2010-12-06,Dish Washer,2012-12-06,.037,
2010-12-07,Dish Washer,2012-12-07,.053,
2010-12-08,Dish Washer,2012-12-08,.039,
2010-12-09,Dish Washer,2012-12-09,.054,
2010-12-11,Dish Washer,2012-12-11,.042,
2010-12-12,Dish Washer,2012-12-12,.058,
2010-12-16,Dish Washer,2012-12-16,.037,
2010-12-18,Dish Washer,2012-12-18,.047,
2010-12-19,Dish Washer,2012-12-19,.051,
2010-12-20,Dish Washer,2012-12-20,.040,
2010-12-21,Dish Washer,2012-12-21,.050,
2010-12-22,Dish Washer,2012-12-22,.037,
2010-12-24,Dish Washer,2012-12-24,.053,
2010-12-25,Dish Washer,2012-12-25,.042,
2010-12-30,Dish Washer,2012-12-30,.047,
2010-01-02,Dish Washer,2013-01-02,.035,
2010-01-03,Dish Washer,2013-01-03,.036,
2010-01-04,Dish Washer,2013-01-04,.049,
2011-01-04,Dish Washer,2013-01-04,.049,
2010-01-05,Dish Washer,2013-01-05,.040,
2011-01-05,Dish Washer,2013-01-05,.040,
2010-01-06,Dish Washer,2013-01-06,.060,
2011-01-08,Dish Washer,2013-01-08,.042,
2010-01-09,Dish Washer,2013-01-09,.056,
2011-01-09,Dish Washer,2013-01-09,.056,
2010-01-10,Dish Washer,2013-01-10,.046,
2011-01-10,Dish Washer,2013-01-10,.046,
2010-01-11,Dish Washer,2013-01-11,.050,
2011-01-11,Dish Washer,2013-01-11,.050,
2010-01-12,Dish Washer,2013-01-12,.051,
2011-01-12,Dish Washer,2013-01-12,.051,
2010-01-13,Dish Washer,2013-01-13,.034,
2010-01-14,Dish Washer,2013-01-14,.041,
2010-01-15,Dish Washer,2013-01-15,.043,
2010-01-16,Dish Washer,2013-01-16,.030,
2011-01-16,Dish Washer,2013-01-16,.030,
2011-01-17,Dish Washer,2013-01-17,.055,
2010-01-19,Dish Washer,2013-01-19,.059,
2010-01-20,Dish Washer,2013-01-20,.053,
2010-01-21,Dish Washer,2013-01-21,.030,
2010-01-22,Dish Washer,2013-01-22,.031,
2010-01-23,Dish Washer,2013-01-23,.031,
2010-01-24,Dish Washer,2013-01-24,.045,
2010-01-25,Dish Washer,2013-01-25,.034,
2011-01-25,Dish Washer,2013-01-25,.034,
2011-01-26,Dish Washer,2013-01-26,.056,
2010-01-27,Dish Washer,2013-01-27,.036,
2010-01-28,Dish Washer,2013-01-28,.057,
2011-01-28,Dish Washer,2013-01-28,.057,
2010-01-29,Dish Washer,2013-01-29,.046,
2011-01-29,Dish Washer,2013-01-29,.046,
2010-01-30,Dish Washer,2013-01-30,.042,
2010-01-31,Dish Washer,2013-01-31,.032,
2011-01-31,Dish Washer,2013-01-31,.032,
2010-02-01,Dish Washer,2013-02-01,.034,
2011-02-01,Dish Washer,2013-02-01,.034,
2010-02-02,Dish Washer,2013-02-02,.052,
2010-02-03,Dish Washer,2013-02-03,.035,
2010-02-04,Dish Washer,2013-02-04,.053,
2011-02-04,Dish Washer,2013-02-04,.053,
2010-02-05,Dish Washer,2013-02-05,.059,
2011-02-05,Dish Washer,2013-02-05,.059,
2010-02-06,Dish Washer,2013-02-06,.042,
2011-02-06,Dish Washer,2013-02-06,.042,
2011-02-07,Dish Washer,2013-02-07,.060,
2010-02-08,Dish Washer,2013-02-08,.055,
2011-02-08,Dish Washer,2013-02-08,.055,
2010-02-09,Dish Washer,2013-02-09,.057,
2011-02-09,Dish Washer,2013-02-09,.057,
2010-02-10,Dish Washer,2013-02-10,.036,
2011-02-10,Dish Washer,2013-02-10,.036,
2010-02-11,Dish Washer,2013-02-11,.043,
2010-02-12,Dish Washer,2013-02-12,.032,
2011-02-13,Dish Washer,2013-02-13,.043,
2010-02-14,Dish Washer,2013-02-14,.050,
2011-02-15,Dish Washer,2013-02-15,.045,
2011-02-16,Dish Washer,2013-02-16,.054,
2011-02-17,Dish Washer,2013-02-17,.057,
2011-02-18,Dish Washer,2013-02-18,.031,
2011-02-19,Dish Washer,2013-02-19,.041,
2010-02-22,Dish Washer,2013-02-22,.041,
2010-02-23,Dish Washer,2013-02-23,.054,
2011-02-23,Dish Washer,2013-02-23,.054,
2011-02-24,Dish Washer,2013-02-24,.051,
2010-02-25,Dish Washer,2013-02-25,.037,
2011-02-25,Dish Washer,2013-02-25,.037,
2011-02-26,Dish Washer,2013-02-26,.037,
2010-02-28,Dish Washer,2013-02-28,.050,
2011-02-28,Dish Washer,2013-02-28,.050,
2010-03-01,Dish Washer,2013-03-01,.043,
2011-03-01,Dish Washer,2013-03-01,.043,
2011-03-02,Dish Washer,2013-03-02,.041,
2010-03-03,Dish Washer,2013-03-03,.043,
2011-03-03,Dish Washer,2013-03-03,.043,
2010-03-04,Dish Washer,2013-03-04,.043,
2011-03-05,Dish Washer,2013-03-05,.056,
2011-03-06,Dish Washer,2013-03-06,.055,
2011-03-07,Dish Washer,2013-03-07,.055,
2010-03-08,Dish Washer,2013-03-08,.030,
2011-03-08,Dish Washer,2013-03-08,.030,
2010-03-09,Dish Washer,2013-03-09,.049,
2011-03-09,Dish Washer,2013-03-09,.049,
2011-03-10,Dish Washer,2013-03-10,.055,
2010-03-11,Dish Washer,2013-03-11,.031,
2011-03-11,Dish Washer,2013-03-11,.031,
2010-03-12,Dish Washer,2013-03-12,.049,
2010-03-13,Dish Washer,2013-03-13,.052,
2011-03-13,Dish Washer,2013-03-13,.052,
2010-03-14,Dish Washer,2013-03-14,.032,
2011-03-14,Dish Washer,2013-03-14,.032,
2010-03-15,Dish Washer,2013-03-15,.045,
2011-03-15,Dish Washer,2013-03-15,.045,
2010-03-16,Dish Washer,2013-03-16,.033,
2010-03-17,Dish Washer,2013-03-17,.047,
2010-03-18,Dish Washer,2013-03-18,.032,
2010-03-19,Dish Washer,2013-03-19,.031,
2010-03-20,Dish Washer,2013-03-20,.057,
2010-03-22,Dish Washer,2013-03-22,.060,
2011-03-22,Dish Washer,2013-03-22,.060,
2010-03-23,Dish Washer,2013-03-23,.037,
2011-03-23,Dish Washer,2013-03-23,.037,
2010-03-24,Dish Washer,2013-03-24,.038,
2011-03-24,Dish Washer,2013-03-24,.038,
2010-03-25,Dish Washer,2013-03-25,.031,
2011-03-26,Dish Washer,2013-03-26,.057,
2011-03-27,Dish Washer,2013-03-27,.034,
2011-03-28,Dish Washer,2013-03-28,.044,
2011-03-29,Dish Washer,2013-03-29,.051,
2011-03-30,Dish Washer,2013-03-30,.035,
2010-03-31,Dish Washer,2013-03-31,.046,
2011-03-31,Dish Washer,2013-03-31,.046,
2010-04-01,Dish Washer,2013-04-01,.050,
2011-04-02,Dish Washer,2013-04-02,.060,
2010-04-03,Dish Washer,2013-04-03,.053,
2011-04-03,Dish Washer,2013-04-03,.053,
2010-04-04,Dish Washer,2013-04-04,.037,
2011-04-04,Dish Washer,2013-04-04,.037,
2010-04-05,Dish Washer,2013-04-05,.036,
2011-04-05,Dish Washer,2013-04-05,.036,
2011-04-06,Dish Washer,2013-04-06,.054,
2011-04-07,Dish Washer,2013-04-07,.039,
2011-04-08,Dish Washer,2013-04-08,.054,
2010-04-09,Dish Washer,2013-04-09,.040,
2011-04-09,Dish Washer,2013-04-09,.040,
2010-04-10,Dish Washer,2013-04-10,.058,
2011-04-10,Dish Washer,2013-04-10,.058,
2010-04-11,Dish Washer,2013-04-11,.031,
2011-04-11,Dish Washer,2013-04-11,.031,
2010-10-03,Dish Washer,2013-10-03,.036,
2011-10-03,Dish Washer,2013-10-03,.036,
2010-10-04,Dish Washer,2013-10-04,.057,
2011-10-04,Dish Washer,2013-10-04,.057,
2010-10-05,Dish Washer,2013-10-05,.054,
2011-10-05,Dish Washer,2013-10-05,.054,
2010-10-06,Dish Washer,2013-10-06,.047,
2010-10-07,Dish Washer,2013-10-07,.050,
2011-10-07,Dish Washer,2013-10-07,.050,
2010-10-08,Dish Washer,2013-10-08,.039,
2011-10-08,Dish Washer,2013-10-08,.039,
2011-10-10,Dish Washer,2013-10-10,.031,
2011-10-11,Dish Washer,2013-10-11,.050,
2010-10-12,Dish Washer,2013-10-12,.047,
2011-10-12,Dish Washer,2013-10-12,.047,
2010-10-13,Dish Washer,2013-10-13,.035,
2010-10-14,Dish Washer,2013-10-14,.054,
2011-10-14,Dish Washer,2013-10-14,.054,
2011-10-15,Dish Washer,2013-10-15,.035,
2010-10-16,Dish Washer,2013-10-16,.059,
2010-10-17,Dish Washer,2013-10-17,.035,
2011-10-17,Dish Washer,2013-10-17,.035,
2011-10-18,Dish Washer,2013-10-18,.043,
2010-10-19,Dish Washer,2013-10-19,.032,
2011-10-19,Dish Washer,2013-10-19,.032,
2010-10-20,Dish Washer,2013-10-20,.043,
2011-10-20,Dish Washer,2013-10-20,.043,
2011-10-22,Dish Washer,2013-10-22,.059,
2011-10-25,Dish Washer,2013-10-25,.042,
2010-10-27,Dish Washer,2013-10-27,.047,
2011-11-02,Dish Washer,2013-11-02,.053,
2010-11-03,Dish Washer,2013-11-03,.059,
2011-11-04,Dish Washer,2013-11-04,.035,
2010-11-05,Dish Washer,2013-11-05,.056,
2010-11-06,Dish Washer,2013-11-06,.052,
2010-11-07,Dish Washer,2013-11-07,.041,
2010-11-08,Dish Washer,2013-11-08,.055,
2010-11-09,Dish Washer,2013-11-09,.039,
2010-11-11,Dish Washer,2013-11-11,.035,
2011-11-11,Dish Washer,2013-11-11,.035,
2010-11-12,Dish Washer,2013-11-12,.047,
2011-11-12,Dish Washer,2013-11-12,.047,
2010-11-13,Dish Washer,2013-11-13,.035,
2011-11-13,Dish Washer,2013-11-13,.035,
2010-11-14,Dish Washer,2013-11-14,.038,
2011-11-14,Dish Washer,2013-11-14,.038,
2010-11-15,Dish Washer,2013-11-15,.058,
2011-11-15,Dish Washer,2013-11-15,.058,
2010-11-16,Dish Washer,2013-11-16,.052,
2010-11-17,Dish Washer,2013-11-17,.032,
2010-11-18,Dish Washer,2013-11-18,.060,
2011-11-19,Dish Washer,2013-11-19,.031,
2010-11-21,Dish Washer,2013-11-21,.051,
2011-11-21,Dish Washer,2013-11-21,.051,
2010-11-22,Dish Washer,2013-11-22,.038,
2011-11-22,Dish Washer,2013-11-22,.038,
2010-11-25,Dish Washer,2013-11-25,.038,
2011-11-25,Dish Washer,2013-11-25,.038,
2010-11-26,Dish Washer,2013-11-26,.058,
2011-11-27,Dish Washer,2013-11-27,.041,
2010-11-28,Dish Washer,2013-11-28,.034,
2010-11-29,Dish Washer,2013-11-29,.039,
