purchase_date,type,capture_date,energy,warranty_date
2015-08-11,Wine Cellar,2018-08-11,.046,
2010-01-04,Furnace,2012-01-04,.131,
2016-10-31,Microwave,2020-10-31,.003,
2015-09-01,Furnace,2019-09-01,.246,
2014-07-18,Fridge,2016-07-18,.012,
2015-10-09,Furnace,2017-10-09,.039,
2014-09-11,Microwave,2017-09-11,.004,
2014-02-23,Fridge,2018-02-23,.146,
2011-04-29,Dish Washer,2015-04-29,.001,
2016-06-04,Garage door,2019-06-04,.015,
2014-11-21,Wine Cellar,2017-11-21,.121,
2013-02-14,Furnace,2017-02-14,.021,
2016-01-12,Fridge,2018-01-12,.070,
2015-12-29,Wine Cellar,2018-12-29,.009,
2015-04-02,Fridge,2019-04-02,.102,
2013-08-04,Microwave,2016-08-04,.004,
2016-06-11,Fridge,2019-06-11,.123,
2015-11-29,Furnace,2018-11-29,.021,
2013-01-05,Garage door,2015-01-05,.013,
2013-01-10,Garage door,2017-01-10,.013,
2012-07-09,Wine Cellar,2016-07-09,.007,
2014-12-19,Furnace,2016-12-19,.020,
2013-02-17,Fridge,2016-02-17,.054,
2011-05-10,Furnace,2013-05-10,.020,
2015-07-30,Fridge,2018-07-30,.087,
2014-08-12,Garage door,2016-08-12,.013,
2011-07-30,Wine Cellar,2014-07-30,.007,
2013-07-19,Furnace,2017-07-19,.021,
2012-06-09,Wine Cellar,2015-06-09,.101,
2012-05-22,Furnace,2014-05-22,.020,
2012-08-28,Microwave,2014-08-28,.013,
2013-01-10,Dish Washer,2016-01-10,.001,
2012-05-13,Fridge,2016-05-13,.050,
2015-08-17,Furnace,2019-08-17,.119,
2013-08-16,Fridge,2016-08-16,.025,
2011-08-10,Microwave,2015-08-10,.004,
2013-08-27,Garage door,2015-08-27,.013,
2011-09-03,Wine Cellar,2015-09-03,.043,
2013-09-18,Furnace,2017-09-18,.030,
2012-02-10,Garage door,2014-02-10,.013,
2011-04-02,Wine Cellar,2015-04-02,.046,
2013-04-09,Wine Cellar,2016-04-09,.040,
2010-09-23,Wine Cellar,2013-09-23,.008,
2010-09-26,Wine Cellar,2014-09-26,.007,
2016-11-19,Wine Cellar,2018-11-19,.125,
2010-02-07,Fridge,2012-02-07,.049,
2010-11-26,Furnace,2013-11-26,.230,
2013-12-10,Microwave,2017-12-10,.004,
2012-07-08,Dish Washer,2015-07-08,.001,
2016-02-14,Wine Cellar,2019-02-14,.112,
2015-01-21,Wine Cellar,2018-01-21,.008,
2010-11-01,Garage door,2012-11-01,.013,
2013-03-09,Dish Washer,2015-03-09,.001,
2012-07-03,Dish Washer,2014-07-03,.001,
2014-10-16,Microwave,2018-10-16,.004,
2012-07-23,Dish Washer,2016-07-23,.001,
2015-09-23,Microwave,2019-09-23,.003,
2010-08-31,Fridge,2014-08-31,.069,
2016-06-28,Microwave,2020-06-28,.003,
2014-12-23,Furnace,2017-12-23,.020,
2016-07-09,Furnace,2019-07-09,.021,
2010-06-02,Furnace,2012-06-02,.197,
2010-03-07,Dish Washer,2014-03-07,.001,
2012-04-24,Fridge,2014-04-24,.039,
2015-09-20,Fridge,2019-09-20,.059,
2016-10-17,Dish Washer,2018-10-17,.001,
2011-10-17,Dish Washer,2015-10-17,.001,
2016-09-24,Furnace,2020-09-24,.056,
2014-06-05,Dish Washer,2018-06-05,.001,
2013-03-14,Fridge,2016-03-14,.125,
2010-08-02,Wine Cellar,2012-08-02,.007,
2013-08-01,Fridge,2015-08-01,.055,
2010-05-09,Dish Washer,2014-05-09,.001,
2014-08-21,Dish Washer,2018-08-21,.001,
2010-10-08,Fridge,2012-10-08,.029,
2011-03-11,Wine Cellar,2014-03-11,.007,
2013-08-02,Wine Cellar,2017-08-02,.098,
2016-09-08,Furnace,2019-09-08,.018,
2010-11-06,Microwave,2014-11-06,.004,
2015-10-10,Garage door,2019-10-10,.015,
2011-08-19,Wine Cellar,2013-08-19,.007,
2015-10-03,Garage door,2017-10-03,.013,
2012-02-21,Microwave,2014-02-21,.004,
2013-06-14,Fridge,2017-06-14,.071,
2011-03-23,Fridge,2015-03-23,.041,
2014-01-03,Dish Washer,2017-01-03,.001,
2012-01-01,Dish Washer,2015-01-01,.001,
2010-07-23,Furnace,2013-07-23,.029,
2011-08-10,Fridge,2015-08-10,.089,
2010-04-19,Wine Cellar,2013-04-19,.008,
2013-12-22,Dish Washer,2017-12-22,.001,
2014-07-16,Furnace,2018-07-16,.020,
2010-04-15,Fridge,2012-04-15,.026,
2016-05-21,Furnace,2018-05-21,.021,
2013-10-07,Garage door,2017-10-07,.016,
2012-09-01,Fridge,2015-09-01,.005,
2010-02-08,Fridge,2013-02-08,.043,
2011-11-22,Furnace,2013-11-22,.026,
2016-08-12,Garage door,2019-08-12,.014,
2011-10-05,Garage door,2015-10-05,.013,
2010-07-09,Wine Cellar,2013-07-09,.007,
2011-12-17,Microwave,2014-12-17,.021,
2011-02-01,Garage door,2014-02-01,.013,
2013-12-02,Dish Washer,2015-12-02,.001,
2012-01-15,Furnace,2014-01-15,.021,
2012-04-30,Wine Cellar,2015-04-30,.007,
2016-02-11,Fridge,2019-02-11,.095,
2014-12-10,Furnace,2017-12-10,.029,
2010-11-19,Wine Cellar,2014-11-19,.007,
2016-08-21,Furnace,2018-08-21,.193,
2015-08-19,Dish Washer,2018-08-19,.001,
2014-09-02,Fridge,2016-09-02,.120,
2013-05-14,Wine Cellar,2015-05-14,.036,
2013-10-07,Wine Cellar,2016-10-07,.046,
2010-11-19,Dish Washer,2012-11-19,.001,
2011-04-30,Wine Cellar,2015-04-30,.020,
2012-02-11,Fridge,2015-02-11,.050,
2015-02-15,Dish Washer,2019-02-15,.001,
2010-12-11,Dish Washer,2012-12-11,.001,
2011-12-03,Wine Cellar,2014-12-03,.122,
2012-06-22,Microwave,2014-06-22,.007,
2013-10-16,Furnace,2016-10-16,.021,
2015-12-28,Fridge,2019-12-28,.044,
2014-12-16,Dish Washer,2016-12-16,.015,
2011-04-30,Dish Washer,2013-04-30,.001,
2011-08-05,Fridge,2015-08-05,.050,
2011-03-21,Fridge,2013-03-21,.044,
2014-03-07,Fridge,2017-03-07,.111,
2011-06-23,Dish Washer,2013-06-23,.001,
2012-10-25,Fridge,2015-10-25,.057,
2011-03-20,Garage door,2015-03-20,.013,
2011-08-21,Wine Cellar,2015-08-21,.009,
2013-12-16,Fridge,2016-12-16,.116,
2014-09-28,Wine Cellar,2017-09-28,.053,
2016-08-21,Wine Cellar,2019-08-21,.008,
2011-10-25,Fridge,2015-10-25,.112,
2010-07-30,Furnace,2012-07-30,.093,
2011-09-02,Furnace,2013-09-02,.220,
2010-04-12,Garage door,2012-04-12,.012,
2012-10-20,Wine Cellar,2015-10-20,.102,
2010-05-18,Furnace,2014-05-18,.063,
2016-10-03,Fridge,2019-10-03,.007,
2016-04-19,Fridge,2019-04-19,.116,
2016-05-20,Furnace,2020-05-20,.021,
2010-11-30,Fridge,2014-11-30,.075,
2015-10-26,Furnace,2017-10-26,.021,
2013-07-04,Furnace,2017-07-04,.021,
2015-04-19,Fridge,2019-04-19,.086,
2012-04-14,Fridge,2015-04-14,.059,
2015-10-03,Fridge,2019-10-03,.043,
2012-08-19,Microwave,2016-08-19,.004,
2010-08-12,Furnace,2014-08-12,.137,
2012-09-28,Fridge,2015-09-28,.041,
2013-02-12,Dish Washer,2017-02-12,.001,
2016-10-14,Wine Cellar,2019-10-14,.016,
2010-03-25,Furnace,2014-03-25,.210,
2014-04-17,Dish Washer,2016-04-17,.001,
2010-05-11,Wine Cellar,2013-05-11,.115,
2011-11-08,Dish Washer,2014-11-08,.001,
2013-03-27,Fridge,2016-03-27,.054,
2012-07-12,Microwave,2016-07-12,.004,
2015-08-07,Dish Washer,2019-08-07,.001,
2015-11-15,Furnace,2018-11-15,.222,
2014-06-28,Fridge,2017-06-28,.073,
2012-09-12,Wine Cellar,2015-09-12,.071,
2011-03-25,Wine Cellar,2014-03-25,.008,
2010-05-02,Garage door,2013-05-02,.013,
2015-07-23,Wine Cellar,2017-07-23,.008,
2014-10-05,Furnace,2018-10-05,.020,
2015-05-16,Fridge,2019-05-16,.063,
2015-07-23,Garage door,2018-07-23,.013,
2015-03-15,Fridge,2017-03-15,.049,
2012-07-31,Wine Cellar,2016-07-31,.007,
2015-01-19,Wine Cellar,2018-01-19,.141,
2015-12-08,Fridge,2018-12-08,.070,
2010-11-28,Fridge,2012-11-28,.081,
2015-04-06,Fridge,2017-04-06,.048,
2016-02-18,Garage door,2019-02-18,.013,
2014-09-15,Fridge,2018-09-15,.059,
2011-08-15,Microwave,2014-08-15,.004,
2016-02-20,Fridge,2020-02-20,.051,
2016-06-07,Wine Cellar,2019-06-07,.045,
2016-05-13,Garage door,2019-05-13,.013,
2014-05-21,Fridge,2017-05-21,.077,
2013-03-07,Garage door,2015-03-07,.015,
2013-12-12,Microwave,2017-12-12,.256,
2015-08-30,Furnace,2019-08-30,.152,
2012-11-26,Furnace,2014-11-26,.349,
2011-03-18,Wine Cellar,2015-03-18,.007,
2011-04-16,Dish Washer,2015-04-16,.001,
2012-02-07,Microwave,2016-02-07,.004,
2013-10-16,Wine Cellar,2017-10-16,.009,
2013-06-05,Fridge,2016-06-05,.070,
2012-11-03,Furnace,2015-11-03,.063,
2011-07-02,Furnace,2015-07-02,.335,
2011-07-18,Garage door,2014-07-18,.013,
2014-01-26,Furnace,2017-01-26,.020,
2015-09-29,Fridge,2018-09-29,.048,
2016-03-07,Furnace,2018-03-07,.169,
2012-11-14,Furnace,2015-11-14,.021,
2013-10-25,Furnace,2017-10-25,.020,
2015-12-19,Fridge,2018-12-19,.018,
2013-09-26,Fridge,2016-09-26,.079,
2013-01-03,Wine Cellar,2016-01-03,.066,
2011-01-29,Microwave,2013-01-29,.004,
2010-10-21,Furnace,2014-10-21,.148,
2011-02-08,Furnace,2014-02-08,.196,
2016-10-21,Fridge,2018-10-21,.094,
2016-06-26,Microwave,2020-06-26,.003,
2010-09-26,Dish Washer,2012-09-26,.001,
2010-12-16,Furnace,2013-12-16,.120,
2011-07-24,Microwave,2014-07-24,.065,
2014-07-29,Dish Washer,2016-07-29,.001,
2016-05-25,Furnace,2020-05-25,.114,
2011-10-14,Wine Cellar,2015-10-14,.007,
2010-02-17,Fridge,2014-02-17,.042,
2014-02-09,Microwave,2018-02-09,.004,
2012-05-11,Fridge,2016-05-11,.044,
2013-05-05,Garage door,2015-05-05,.013,
2016-06-12,Fridge,2020-06-12,.182,
2013-05-28,Furnace,2015-05-28,.021,
2015-08-13,Wine Cellar,2017-08-13,.162,
2011-12-06,Microwave,2014-12-06,.004,
2016-06-08,Fridge,2018-06-08,.067,
2010-01-21,Furnace,2013-01-21,.225,
2012-05-20,Furnace,2016-05-20,.101,
2014-11-22,Fridge,2016-11-22,.079,
2011-12-14,Fridge,2014-12-14,.072,
2013-09-23,Microwave,2015-09-23,.004,
2015-12-05,Garage door,2018-12-05,.013,
2012-08-09,Furnace,2016-08-09,.020,
2010-05-18,Dish Washer,2013-05-18,.001,
2011-01-20,Dish Washer,2015-01-20,.001,
2015-05-17,Fridge,2018-05-17,.139,
2012-12-28,Microwave,2014-12-28,.026,
2011-09-15,Furnace,2015-09-15,.262,
2010-07-18,Wine Cellar,2014-07-18,.008,
2010-09-26,Furnace,2013-09-26,.064,
2013-06-02,Dish Washer,2016-06-02,.001,
2010-04-23,Wine Cellar,2014-04-23,.021,
2015-12-28,Dish Washer,2017-12-28,.007,
2016-02-27,Wine Cellar,2019-02-27,.084,
2013-06-21,Wine Cellar,2016-06-21,.008,
2014-06-24,Microwave,2018-06-24,.023,
2013-01-28,Furnace,2016-01-28,.019,
2014-02-11,Garage door,2018-02-11,.014,
2016-04-14,Microwave,2020-04-14,.015,
2012-10-28,Wine Cellar,2015-10-28,.028,
2015-04-16,Furnace,2018-04-16,.020,
2015-06-22,Dish Washer,2019-06-22,.001,
2010-11-25,Wine Cellar,2012-11-25,.007,
2012-03-08,Furnace,2016-03-08,.073,
2010-12-24,Wine Cellar,2014-12-24,.007,
2014-02-13,Dish Washer,2017-02-13,.002,
2015-08-20,Dish Washer,2019-08-20,.001,
2010-02-11,Garage door,2014-02-11,.015,
2015-08-13,Wine Cellar,2019-08-13,.077,
2013-03-13,Fridge,2015-03-13,.059,
2013-08-09,Microwave,2016-08-09,.004,
2013-12-24,Fridge,2016-12-24,.086,
2016-09-25,Furnace,2018-09-25,.262,
2014-11-03,Wine Cellar,2016-11-03,.123,
2013-03-21,Garage door,2016-03-21,.013,
2014-11-25,Wine Cellar,2016-11-25,.009,
2015-08-13,Dish Washer,2017-08-13,.001,
2012-05-28,Furnace,2016-05-28,.019,
2014-04-02,Furnace,2018-04-02,.021,
2011-12-27,Fridge,2014-12-27,.122,
2013-02-07,Fridge,2017-02-07,.074,
2010-02-09,Wine Cellar,2014-02-09,.007,
2012-08-17,Furnace,2016-08-17,.020,
2010-03-03,Wine Cellar,2014-03-03,.007,
2016-10-29,Fridge,2018-10-29,.057,
2016-04-24,Dish Washer,2019-04-24,.001,
2012-04-08,Garage door,2016-04-08,.013,
2015-07-11,Furnace,2018-07-11,.020,
2014-03-19,Wine Cellar,2018-03-19,.047,
2014-03-15,Fridge,2017-03-15,.046,
2014-07-03,Dish Washer,2017-07-03,.001,
2014-02-17,Microwave,2018-02-17,.004,
2011-12-26,Wine Cellar,2015-12-26,.031,
2013-07-31,Fridge,2015-07-31,.150,
2010-06-01,Dish Washer,2013-06-01,.605,
2011-07-22,Garage door,2013-07-22,.016,
2015-08-18,Garage door,2017-08-18,.013,
2010-12-22,Wine Cellar,2012-12-22,.007,
2013-06-19,Dish Washer,2017-06-19,.001,
2011-07-28,Fridge,2015-07-28,.045,
2012-08-01,Garage door,2014-08-01,.013,
2010-05-10,Dish Washer,2013-05-10,.698,
2011-02-02,Dish Washer,2015-02-02,.001,
2012-12-26,Wine Cellar,2015-12-26,.137,
2016-11-22,Furnace,2020-11-22,.021,
2011-08-29,Furnace,2014-08-29,.069,
2015-02-07,Dish Washer,2019-02-07,.001,
2011-02-21,Furnace,2014-02-21,.051,
2014-07-13,Wine Cellar,2016-07-13,.072,
2015-03-31,Dish Washer,2017-03-31,.001,
2012-08-02,Furnace,2014-08-02,.105,
2012-01-07,Furnace,2014-01-07,.081,
2015-05-27,Fridge,2017-05-27,.074,
2015-02-08,Microwave,2019-02-08,.060,
2013-09-29,Garage door,2017-09-29,.013,
2013-06-29,Wine Cellar,2016-06-29,.091,
2013-08-31,Furnace,2016-08-31,.217,
2013-10-31,Fridge,2016-10-31,.122,
2010-10-06,Furnace,2012-10-06,.132,
2010-11-14,Fridge,2012-11-14,.080,
2010-03-12,Dish Washer,2013-03-12,.001,
2012-02-19,Fridge,2015-02-19,.060,
2012-03-15,Furnace,2014-03-15,.167,
2016-10-26,Garage door,2018-10-26,.015,
2015-05-17,Garage door,2018-05-17,.019,
2011-03-26,Dish Washer,2013-03-26,.001,
2015-01-07,Fridge,2017-01-07,.047,
2011-05-26,Dish Washer,2015-05-26,.001,
2012-05-08,Furnace,2014-05-08,.255,
2010-10-04,Furnace,2013-10-04,.055,
2015-06-07,Wine Cellar,2017-06-07,.054,
2010-12-10,Dish Washer,2014-12-10,.001,
2013-11-01,Dish Washer,2017-11-01,.001,
2013-09-23,Fridge,2015-09-23,.032,
2015-09-03,Furnace,2018-09-03,.071,
2015-04-21,Furnace,2018-04-21,.020,
2011-09-29,Garage door,2014-09-29,.015,
2013-01-28,Wine Cellar,2017-01-28,.098,
2015-07-16,Microwave,2018-07-16,.004,
2013-08-11,Wine Cellar,2015-08-11,.130,
2011-01-20,Wine Cellar,2015-01-20,.128,
2016-05-03,Fridge,2020-05-03,.041,
2010-07-25,Dish Washer,2013-07-25,.001,
2013-03-24,Wine Cellar,2015-03-24,.007,
2010-05-26,Fridge,2012-05-26,.037,
2012-08-05,Microwave,2015-08-05,.004,
2012-03-18,Dish Washer,2016-03-18,.001,
2015-01-13,Dish Washer,2018-01-13,.224,
2010-10-06,Wine Cellar,2013-10-06,.036,
2014-07-20,Furnace,2017-07-20,.020,
2011-04-18,Furnace,2013-04-18,.069,
2011-12-28,Dish Washer,2015-12-28,.001,
2014-01-13,Furnace,2017-01-13,.056,
2013-06-18,Fridge,2016-06-18,.005,
2011-08-26,Garage door,2015-08-26,.013,
2016-05-29,Furnace,2018-05-29,.117,
2010-07-05,Wine Cellar,2014-07-05,.044,
2010-11-08,Garage door,2014-11-08,.013,
2016-05-12,Furnace,2020-05-12,.201,
2012-04-06,Fridge,2015-04-06,.059,
2015-08-25,Furnace,2017-08-25,.020,
2015-05-29,Fridge,2019-05-29,.020,
2011-04-25,Furnace,2015-04-25,.020,
2010-10-31,Furnace,2013-10-31,.020,
2015-05-21,Microwave,2019-05-21,.004,
2010-10-08,Furnace,2014-10-08,.141,
2012-10-19,Garage door,2016-10-19,.014,
2010-11-18,Fridge,2013-11-18,.067,
2012-05-17,Furnace,2015-05-17,.090,
2013-11-07,Garage door,2015-11-07,.020,
2011-10-20,Wine Cellar,2013-10-20,.007,
2013-05-04,Furnace,2016-05-04,.020,
2014-02-10,Wine Cellar,2016-02-10,.050,
2010-03-06,Fridge,2012-03-06,.039,
2011-01-20,Fridge,2015-01-20,.005,
2014-10-09,Furnace,2017-10-09,.020,
2013-02-02,Wine Cellar,2017-02-02,.062,
2015-11-21,Furnace,2019-11-21,.021,
2011-08-03,Microwave,2013-08-03,.004,
2015-01-31,Wine Cellar,2019-01-31,.120,
2011-03-15,Fridge,2015-03-15,.050,
2011-01-12,Microwave,2015-01-12,.004,
2012-06-26,Fridge,2015-06-26,.039,
2012-10-10,Furnace,2016-10-10,.110,
2011-10-26,Dish Washer,2014-10-26,.001,
2012-09-24,Dish Washer,2014-09-24,.247,
2014-01-17,Dish Washer,2017-01-17,.001,
2011-02-16,Dish Washer,2013-02-16,.001,
2011-06-04,Fridge,2015-06-04,.043,
2010-06-22,Garage door,2013-06-22,.013,
2013-03-17,Fridge,2017-03-17,.056,
2010-12-08,Wine Cellar,2014-12-08,.007,
2012-11-17,Dish Washer,2014-11-17,.001,
2014-10-13,Dish Washer,2017-10-13,.001,
2013-08-04,Wine Cellar,2017-08-04,.007,
2015-12-25,Furnace,2018-12-25,.028,
2015-10-31,Dish Washer,2018-10-31,.001,
2012-09-02,Dish Washer,2014-09-02,.001,
2012-10-21,Furnace,2016-10-21,.117,
2014-09-25,Fridge,2017-09-25,.080,
2010-09-11,Wine Cellar,2012-09-11,.007,
2015-06-18,Dish Washer,2018-06-18,.001,
2010-05-08,Fridge,2013-05-08,.065,
2015-04-12,Furnace,2017-04-12,.039,
2010-11-27,Dish Washer,2012-11-27,.001,
2014-02-19,Furnace,2016-02-19,.020,
2011-01-27,Wine Cellar,2014-01-27,.007,
2010-09-16,Fridge,2012-09-16,.068,
2012-01-15,Dish Washer,2015-01-15,.001,
2016-10-15,Furnace,2020-10-15,.209,
2012-03-30,Garage door,2014-03-30,.016,
2015-10-27,Dish Washer,2017-10-27,.001,
2011-04-07,Wine Cellar,2014-04-07,.007,
2013-04-29,Furnace,2015-04-29,.577,
2014-05-26,Garage door,2017-05-26,.015,
2012-11-24,Fridge,2016-11-24,.040,
2011-12-17,Garage door,2015-12-17,.016,
2011-05-27,Microwave,2015-05-27,.004,
2016-11-04,Garage door,2020-11-04,.013,
2013-07-07,Dish Washer,2016-07-07,.001,
2015-01-31,Dish Washer,2017-01-31,.001,
2011-06-05,Fridge,2013-06-05,.058,
2014-07-29,Garage door,2018-07-29,.013,
2012-05-18,Furnace,2015-05-18,.021,
2011-12-13,Wine Cellar,2015-12-13,.111,
2010-11-29,Dish Washer,2013-11-29,.001,
2012-08-27,Dish Washer,2014-08-27,.010,
2014-04-04,Garage door,2016-04-04,.015,
2014-11-27,Fridge,2016-11-27,.059,
2014-04-30,Fridge,2017-04-30,.137,
2014-11-02,Fridge,2017-11-02,.049,
2015-12-08,Garage door,2019-12-08,.013,
2010-02-11,Wine Cellar,2012-02-11,.007,
2016-06-08,Garage door,2018-06-08,.013,
2016-07-16,Furnace,2019-07-16,.021,
2016-03-13,Furnace,2020-03-13,.170,
2010-12-13,Furnace,2012-12-13,.284,
2012-05-01,Wine Cellar,2016-05-01,.007,
2012-08-15,Dish Washer,2015-08-15,.001,
2012-01-27,Garage door,2016-01-27,.014,
2014-04-24,Wine Cellar,2017-04-24,.059,
2015-04-14,Dish Washer,2018-04-14,.001,
2014-05-24,Furnace,2016-05-24,.020,
2010-03-26,Furnace,2012-03-26,.423,
2013-05-30,Microwave,2017-05-30,.004,
2015-01-26,Microwave,2019-01-26,.003,
2014-05-11,Wine Cellar,2017-05-11,.079,
2011-04-20,Fridge,2013-04-20,.086,
2016-04-25,Dish Washer,2020-04-25,.001,
2013-12-09,Dish Washer,2017-12-09,.001,
2011-03-07,Garage door,2015-03-07,.012,
2015-07-27,Garage door,2017-07-27,.015,
2014-09-17,Wine Cellar,2018-09-17,.043,
2016-05-13,Wine Cellar,2019-05-13,.008,
2016-04-04,Microwave,2019-04-04,.003,
2015-01-06,Fridge,2019-01-06,.055,
2010-05-27,Dish Washer,2013-05-27,.001,
2013-01-18,Garage door,2017-01-18,.013,
2012-07-05,Fridge,2016-07-05,.092,
2013-10-04,Dish Washer,2015-10-04,.001,
2015-09-29,Wine Cellar,2017-09-29,.070,
2011-10-23,Wine Cellar,2014-10-23,.118,
2011-05-29,Garage door,2013-05-29,.013,
2012-11-19,Wine Cellar,2015-11-19,.014,
2014-12-15,Furnace,2017-12-15,.052,
2014-12-23,Fridge,2018-12-23,.083,
2011-01-19,Dish Washer,2015-01-19,.001,
2014-04-18,Fridge,2018-04-18,.070,
2015-08-21,Furnace,2018-08-21,.020,
2016-03-10,Dish Washer,2020-03-10,.001,
2010-03-14,Furnace,2013-03-14,.333,
2016-11-13,Dish Washer,2019-11-13,.001,
2010-05-15,Dish Washer,2014-05-15,.001,
2014-07-19,Microwave,2017-07-19,.004,
2013-05-17,Dish Washer,2015-05-17,.001,
2015-08-14,Wine Cellar,2017-08-14,.153,
2011-12-13,Fridge,2014-12-13,.033,
2014-06-21,Wine Cellar,2016-06-21,.087,
2014-07-15,Garage door,2018-07-15,.013,
2014-04-25,Fridge,2016-04-25,.121,
2010-05-22,Dish Washer,2012-05-22,.001,
2011-08-10,Microwave,2013-08-10,.004,
2010-11-08,Fridge,2014-11-08,.078,
2014-01-08,Dish Washer,2018-01-08,.001,
2014-02-03,Microwave,2018-02-03,.010,
2010-12-04,Dish Washer,2014-12-04,.001,
2010-09-23,Fridge,2014-09-23,.009,
2012-01-01,Fridge,2016-01-01,.048,
2010-07-07,Dish Washer,2012-07-07,.102,
2016-02-03,Garage door,2019-02-03,.013,
2013-05-22,Fridge,2016-05-22,.066,
2013-04-16,Dish Washer,2016-04-16,.001,
2015-10-28,Dish Washer,2017-10-28,.001,
2010-03-25,Furnace,2012-03-25,.415,
2015-09-01,Furnace,2017-09-01,.159,
2014-11-13,Fridge,2016-11-13,.047,
2012-06-02,Furnace,2016-06-02,.242,
2011-12-18,Garage door,2013-12-18,.012,
2013-12-03,Microwave,2017-12-03,.004,
2016-07-17,Furnace,2019-07-17,.021,
2010-10-11,Wine Cellar,2012-10-11,.009,
2016-02-04,Garage door,2019-02-04,.013,
2015-01-24,Wine Cellar,2017-01-24,.008,
2012-09-30,Dish Washer,2016-09-30,.001,
2015-07-16,Garage door,2018-07-16,.013,
2012-01-26,Garage door,2016-01-26,.013,
2012-05-15,Dish Washer,2015-05-15,.001,
2011-11-29,Furnace,2015-11-29,.297,
2012-10-05,Furnace,2015-10-05,.020,
2010-03-24,Wine Cellar,2012-03-24,.007,
2013-02-02,Dish Washer,2016-02-02,.001,
2015-02-10,Furnace,2017-02-10,.028,
2014-06-26,Fridge,2016-06-26,.054,
2011-03-28,Fridge,2015-03-28,.041,
2013-10-20,Wine Cellar,2016-10-20,.075,
2016-10-02,Furnace,2020-10-02,.196,
2015-12-20,Garage door,2018-12-20,.013,
2011-04-14,Fridge,2015-04-14,.016,
2015-10-22,Microwave,2017-10-22,.003,
2010-11-30,Fridge,2012-11-30,.012,
2016-08-01,Furnace,2020-08-01,.253,
2016-07-27,Furnace,2018-07-27,.270,
2014-02-08,Wine Cellar,2016-02-08,.072,
2011-06-09,Wine Cellar,2015-06-09,.007,
2014-11-21,Garage door,2016-11-21,.017,
2015-11-28,Microwave,2018-11-28,.003,
2010-01-14,Fridge,2013-01-14,.015,
2011-08-24,Garage door,2015-08-24,.013,
2013-10-21,Wine Cellar,2016-10-21,.090,
2015-06-07,Wine Cellar,2019-06-07,.008,
2010-02-12,Garage door,2014-02-12,.014,
2013-11-04,Dish Washer,2016-11-04,.001,
2011-04-15,Wine Cellar,2013-04-15,.007,
2015-06-11,Fridge,2019-06-11,.116,
2013-05-16,Microwave,2017-05-16,.003,
2010-08-12,Furnace,2012-08-12,.026,
2014-05-24,Dish Washer,2017-05-24,.001,
2011-03-16,Microwave,2015-03-16,.010,
2014-01-30,Microwave,2017-01-30,.017,
2012-06-16,Fridge,2014-06-16,.054,
2014-07-08,Microwave,2018-07-08,.004,
2013-03-04,Furnace,2016-03-04,.020,
2013-05-31,Microwave,2017-05-31,.004,
2016-05-28,Garage door,2019-05-28,.019,
2010-08-27,Furnace,2012-08-27,.108,
2012-06-06,Fridge,2015-06-06,.042,
2012-10-10,Microwave,2015-10-10,.004,
2011-12-20,Wine Cellar,2013-12-20,.060,
2014-11-06,Garage door,2016-11-06,.013,
2015-07-13,Garage door,2017-07-13,.015,
2014-05-04,Garage door,2016-05-04,.013,
2016-04-29,Wine Cellar,2019-04-29,.008,
2010-12-14,Furnace,2012-12-14,.042,
2015-10-04,Fridge,2017-10-04,.042,
2013-08-24,Wine Cellar,2017-08-24,.037,
2012-11-19,Fridge,2014-11-19,.042,
2013-06-01,Dish Washer,2016-06-01,.001,
2013-12-14,Microwave,2015-12-14,.004,
2015-03-15,Dish Washer,2018-03-15,.001,
2010-11-15,Fridge,2012-11-15,.045,
2010-11-20,Fridge,2013-11-20,.052,
2011-05-14,Dish Washer,2013-05-14,.037,
2013-07-08,Wine Cellar,2017-07-08,.069,
2013-06-24,Wine Cellar,2017-06-24,.029,
2015-04-17,Fridge,2017-04-17,.063,
2011-11-14,Furnace,2015-11-14,.106,
2016-08-26,Wine Cellar,2018-08-26,.037,
2013-01-01,Garage door,2017-01-01,.013,
2014-05-03,Fridge,2018-05-03,.126,
2011-01-05,Wine Cellar,2015-01-05,.089,
2013-09-10,Fridge,2015-09-10,.021,
2012-10-20,Furnace,2015-10-20,.256,
2014-07-13,Dish Washer,2018-07-13,.308,
2014-07-14,Dish Washer,2018-07-14,.192,
2016-03-20,Microwave,2019-03-20,.003,
2016-02-28,Furnace,2020-02-28,.020,
2013-08-03,Garage door,2016-08-03,.013,
2012-02-21,Microwave,2016-02-21,.004,
2010-04-16,Fridge,2013-04-16,.039,
2016-08-25,Wine Cellar,2018-08-25,.008,
2012-02-20,Microwave,2016-02-20,.004,
2013-05-23,Fridge,2016-05-23,.063,
2015-05-08,Furnace,2019-05-08,.020,
2016-11-09,Dish Washer,2018-11-09,.001,
2011-03-23,Garage door,2015-03-23,.013,
2015-06-07,Fridge,2018-06-07,.050,
2014-06-20,Dish Washer,2017-06-20,.001,
2012-11-02,Furnace,2015-11-02,.064,
2014-09-07,Fridge,2016-09-07,.101,
2013-01-03,Microwave,2015-01-03,.004,
2011-02-15,Dish Washer,2015-02-15,.316,
2016-04-20,Fridge,2020-04-20,.007,
2013-08-15,Furnace,2017-08-15,.021,
2010-02-18,Wine Cellar,2014-02-18,.007,
2011-01-22,Garage door,2013-01-22,.013,
2015-04-27,Dish Washer,2018-04-27,.001,
